start,peak,end,flare_class,flux
2019-02-10 00:43:00,2019-02-10 01:06:00,2019-02-10 00:52:00,C,
2019-02-10 00:43:00,2019-02-10 00:50:00,2019-02-10 00:48:00,C,
2019-02-10 00:43:00,2019-02-10 00:51:00,2019-02-10 00:48:00,C,
2019-02-10 00:43:00,2019-02-10 00:49:00,2019-02-10 00:47:00,C,
2019-02-10 00:43:00,2019-02-10 00:53:00,2019-02-10 00:48:00,14,6.3e-05
2019-02-10 00:43:00,2019-02-10 00:52:00,2019-02-10 00:48:00,C,
2019-02-10 00:44:00,2019-02-10 01:02:00,2019-02-10 00:49:00,C,
2019-02-10 00:44:00,2019-02-10 01:10:00,2019-02-10 01:03:00,13,0.0095
2019-02-10 00:44:00,2019-02-10 00:54:00,2019-02-10 00:51:00,C,
2019-02-10 00:44:00,2019-02-10 00:54:00,2019-02-10 00:50:00,C,
2019-02-10 00:44:00,2019-02-10 00:56:00,2019-02-10 00:48:00,32,0.00018
2019-02-10 00:44:00,2019-02-10 01:39:00,2019-02-10 01:19:00,C,
2019-02-10 00:44:00,2019-02-10 00:56:00,2019-02-10 00:52:00,B,
2019-02-10 00:44:00,2019-02-10 00:56:00,2019-02-10 00:50:00,10,5.7e-05
2019-02-10 00:44:00,2019-02-10 01:08:00,2019-02-10 00:57:00,39,0.036
2019-02-10 00:44:00,2019-02-10 00:50:00,2019-02-10 00:47:00,62,0.00014
2019-02-10 00:45:00,2019-02-10 00:56:00,2019-02-10 00:50:00,23,0.0011
2019-02-10 00:45:00,2019-02-10 01:02:00,2019-02-10 00:50:00,C,
2019-02-10 00:45:00,2019-02-10 00:52:00,2019-02-10 00:50:00,10,0.0019
2019-02-10 00:45:00,2019-02-10 00:54:00,2019-02-10 00:49:00,C,
2019-02-10 00:45:00,2019-02-10 00:50:00,2019-02-10 00:48:00,16,2.6e-05
2019-02-10 00:45:00,2019-02-10 00:55:00,2019-02-10 00:49:00,45,0.0002
2019-02-10 00:45:00,2019-02-10 01:10:00,2019-02-10 01:02:00,11,0.0015
2019-02-10 00:45:00,2019-02-10 01:09:00,2019-02-10 00:53:00,12,0.0014
2019-02-10 00:46:00,2019-02-10 01:02:00,2019-02-10 00:51:00,16,0.0011
2019-02-10 00:46:00,2019-02-10 01:43:00,2019-02-10 01:28:00,C,
2019-02-10 00:46:00,2019-02-10 01:45:00,2019-02-10 01:23:00,12,0.0033
2019-02-10 00:46:00,2019-02-10 01:08:00,2019-02-10 01:02:00,66,0.0008
2019-02-10 00:46:00,2019-02-10 01:02:00,2019-02-10 00:54:00,11,8.3e-05
2019-02-10 00:46:00,2019-02-10 00:56:00,2019-02-10 00:51:00,B,
2019-02-10 00:46:00,2019-02-10 01:24:00,2019-02-10 01:03:00,12,0.018
2019-02-10 00:46:00,2019-02-10 00:54:00,2019-02-10 00:50:00,14,4.4e-05
2019-02-10 00:47:00,2019-02-10 00:54:00,2019-02-10 00:51:00,17,0.00044
2019-02-10 00:47:00,2019-02-10 01:23:00,2019-02-10 01:09:00,17,0.003
2019-02-10 00:47:00,2019-02-10 02:29:00,2019-02-10 02:09:00,29,0.0012
2019-02-10 00:47:00,2019-02-10 01:17:00,2019-02-10 01:08:00,28,0.00041
2019-02-10 00:47:00,2019-02-10 00:54:00,2019-02-10 00:50:00,33,9.1e-05
2019-02-10 00:47:00,2019-02-10 01:01:00,2019-02-10 00:54:00,C,
2019-02-10 00:48:00,2019-02-10 01:02:00,2019-02-10 00:56:00,97,0.0057
2019-02-10 00:48:00,2019-02-10 00:57:00,2019-02-10 00:51:00,43,0.00017
2019-02-10 00:48:00,2019-02-10 00:58:00,2019-02-10 00:53:00,60,0.00027
2019-02-10 00:48:00,2019-02-10 01:05:00,2019-02-10 00:54:00,29,0.00021
2019-02-10 00:48:00,2019-02-10 00:53:00,2019-02-10 00:51:00,85,0.00014
2019-02-10 00:48:00,2019-02-10 00:56:00,2019-02-10 00:52:00,40,0.00013
2019-02-10 00:49:00,2019-02-10 01:06:00,2019-02-10 00:58:00,C,
2019-02-10 00:49:00,2019-02-10 00:57:00,2019-02-10 00:53:00,22,7.2e-05
2019-02-10 00:49:00,2019-02-10 01:09:00,2019-02-10 00:57:00,51,0.00049
2019-02-10 00:49:00,2019-02-10 01:03:00,2019-02-10 00:55:00,12,0.00073
2019-02-10 00:49:00,2019-02-10 00:57:00,2019-02-10 00:53:00,22,7.3e-05
2019-02-10 00:49:00,2019-02-10 01:10:00,2019-02-10 01:01:00,15,0.0016
2019-02-10 00:50:00,2019-02-10 01:11:00,2019-02-10 01:02:00,99,0.00086
2019-02-10 00:50:00,2019-02-10 01:29:00,2019-02-10 01:10:00,23,0.0044
2019-02-10 00:50:00,2019-02-10 01:12:00,2019-02-10 01:01:00,C,
2019-02-10 00:50:00,2019-02-10 00:55:00,2019-02-10 00:53:00,B,
2019-02-10 00:50:00,2019-02-10 01:57:00,2019-02-10 01:38:00,60,0.0015
2019-02-10 00:50:00,2019-02-10 01:05:00,2019-02-10 01:00:00,13,9.5e-05
2019-02-10 00:50:00,2019-02-10 00:56:00,2019-02-10 00:53:00,53,0.00012
2019-02-10 00:50:00,2019-02-10 00:57:00,2019-02-10 00:54:00,C,
2019-02-10 00:51:00,2019-02-10 00:57:00,2019-02-10 00:54:00,19,0.00043
2019-02-10 00:51:00,2019-02-10 01:01:00,2019-02-10 00:57:00,C,
2019-02-10 00:51:00,2019-02-10 01:36:00,2019-02-10 01:17:00,43,0.0088
2019-02-10 00:51:00,2019-02-10 01:02:00,2019-02-10 00:54:00,69,0.00034
2019-02-10 00:51:00,2019-02-10 01:10:00,2019-02-10 01:04:00,11,0.001
2019-02-10 00:52:00,2019-02-10 00:56:00,2019-02-10 00:55:00,42,0.00012
2019-02-10 00:52:00,2019-02-10 01:20:00,2019-02-10 01:10:00,40,0.00054
2019-02-10 00:52:00,2019-02-10 00:57:00,2019-02-10 00:55:00,C,
2019-02-10 00:52:00,2019-02-10 01:10:00,2019-02-10 01:04:00,21,0.00018
2019-02-10 00:52:00,2019-02-10 00:58:00,2019-02-10 00:56:00,57,0.00012
2019-02-10 00:52:00,2019-02-10 01:09:00,2019-02-10 00:59:00,M,
2019-02-10 00:52:00,2019-02-10 01:11:00,2019-02-10 01:03:00,28,0.019
2019-02-10 00:52:00,2019-02-10 01:03:00,2019-02-10 00:57:00,15,0.00067
2019-02-10 00:52:00,2019-02-10 01:04:00,2019-02-10 00:59:00,16,0.0008
2019-02-10 00:53:00,2019-02-10 00:59:00,2019-02-10 00:57:00,C,
2019-02-10 00:53:00,2019-02-10 01:01:00,2019-02-10 00:58:00,C,
2019-02-10 00:53:00,2019-02-10 01:10:00,2019-02-10 01:02:00,69,0.00057
2019-02-10 00:53:00,2019-02-10 01:01:00,2019-02-10 00:58:00,C,
2019-02-10 00:53:00,2019-02-10 01:10:00,2019-02-10 00:58:00,C,
2019-02-10 00:53:00,2019-02-10 03:23:00,2019-02-10 02:07:00,24,0.016
2019-02-10 00:53:00,2019-02-10 01:26:00,2019-02-10 01:06:00,14,0.0023
2019-02-10 00:54:00,2019-02-10 01:03:00,2019-02-10 00:59:00,15,0.00056
2019-02-10 00:54:00,2019-02-10 01:01:00,2019-02-10 00:58:00,95,0.00025
2019-02-10 00:54:00,2019-02-10 01:03:00,2019-02-10 00:59:00,90,0.00029
2019-02-10 00:54:00,2019-02-10 01:00:00,2019-02-10 00:58:00,54,0.00012
2019-02-10 00:54:00,2019-02-10 01:04:00,2019-02-10 01:00:00,88,0.00035
2019-02-10 00:55:00,2019-02-10 01:02:00,2019-02-10 00:58:00,10,0.00026
2019-02-10 00:55:00,2019-02-10 01:07:00,2019-02-10 01:03:00,B,
2019-02-10 00:55:00,2019-02-10 01:14:00,2019-02-10 01:07:00,27,0.0028
2019-02-10 00:55:00,2019-02-10 01:48:00,2019-02-10 01:28:00,C,
2019-02-10 00:55:00,2019-02-10 01:11:00,2019-02-10 01:05:00,16,0.00013
2019-02-10 00:55:00,2019-02-10 01:08:00,2019-02-10 01:02:00,90,0.00046
2019-02-10 00:56:00,2019-02-10 01:07:00,2019-02-10 01:00:00,16,8.4e-05
2019-02-10 00:56:00,2019-02-10 01:04:00,2019-02-10 01:01:00,27,0.00081
2019-02-10 00:56:00,2019-02-10 01:05:00,2019-02-10 01:00:00,24,9.5e-05
2019-02-10 00:56:00,2019-02-10 01:27:00,2019-02-10 01:02:00,14,0.0021
2019-02-10 00:57:00,2019-02-10 01:06:00,2019-02-10 01:01:00,C,
2019-02-10 00:57:00,2019-02-10 02:11:00,2019-02-10 01:33:00,79,0.024
2019-02-10 00:57:00,2019-02-10 02:05:00,2019-02-10 01:40:00,27,0.006
2019-02-10 00:57:00,2019-02-10 01:00:00,2019-02-10 00:58:00,21,4.2e-05
2019-02-10 00:57:00,2019-02-10 01:02:00,2019-02-10 01:00:00,18,0.00031
2019-02-10 00:57:00,2019-02-10 01:04:00,2019-02-10 01:01:00,10,0.00026
2019-02-10 00:57:00,2019-02-10 01:15:00,2019-02-10 01:06:00,41,0.0031
2019-02-10 00:58:00,2019-02-10 01:11:00,2019-02-10 01:03:00,78,0.00044
2019-02-10 00:58:00,2019-02-10 01:19:00,2019-02-10 01:06:00,C,
2019-02-10 00:58:00,2019-02-10 01:10:00,2019-02-10 01:04:00,26,0.00014
2019-02-10 00:58:00,2019-02-10 01:10:00,2019-02-10 01:05:00,20,0.001
2019-02-10 00:59:00,2019-02-10 01:34:00,2019-02-10 01:18:00,12,0.0022
2019-02-10 00:59:00,2019-02-10 01:13:00,2019-02-10 01:07:00,B,
2019-02-10 00:59:00,2019-02-10 01:25:00,2019-02-10 01:10:00,86,0.00084
2019-02-10 00:59:00,2019-02-10 01:06:00,2019-02-10 01:03:00,70,0.00019
2019-02-10 00:59:00,2019-02-10 01:13:00,2019-02-10 01:04:00,C,
2019-02-10 00:59:00,2019-02-10 01:06:00,2019-02-10 01:04:00,39,9.4e-05
2019-02-10 00:59:00,2019-02-10 01:15:00,2019-02-10 01:10:00,C,
2019-02-10 01:00:00,2019-02-10 01:10:00,2019-02-10 01:06:00,51,0.00022
2019-02-10 01:00:00,2019-02-10 01:18:00,2019-02-10 01:11:00,C,
2019-02-10 01:00:00,2019-02-10 01:06:00,2019-02-10 01:03:00,92,0.0002
2019-02-10 01:00:00,2019-02-10 01:18:00,2019-02-10 01:07:00,55,0.00047
2019-02-10 01:00:00,2019-02-10 01:20:00,2019-02-10 01:12:00,72,0.00074
2019-02-10 01:00:00,2019-02-10 01:12:00,2019-02-10 01:05:00,29,0.0015
2019-02-10 01:00:00,2019-02-10 01:09:00,2019-02-10 01:05:00,16,0.00063
2019-02-10 01:01:00,2019-02-10 01:21:00,2019-02-10 01:12:00,23,0.0025
2019-02-10 01:01:00,2019-02-10 01:10:00,2019-02-10 01:04:00,69,0.00026
2019-02-10 01:01:00,2019-02-10 01:08:00,2019-02-10 01:05:00,22,0.00059
2019-02-10 01:01:00,2019-02-10 01:56:00,2019-02-10 01:36:00,93,0.0024
2019-02-10 01:01:00,2019-02-10 01:15:00,2019-02-10 01:10:00,44,0.00023
2019-02-10 01:01:00,2019-02-10 01:11:00,2019-02-10 01:05:00,37,0.00016
2019-02-10 01:01:00,2019-02-10 01:34:00,2019-02-10 01:25:00,57,0.00085
2019-02-10 01:01:00,2019-02-10 01:13:00,2019-02-10 01:07:00,83,0.0033
2019-02-10 01:02:00,2019-02-10 01:10:00,2019-02-10 01:07:00,C,
2019-02-10 01:02:00,2019-02-10 01:14:00,2019-02-10 01:08:00,17,0.00096
2019-02-10 01:02:00,2019-02-10 01:13:00,2019-02-10 01:07:00,C,
2019-02-10 01:02:00,2019-02-10 01:39:00,2019-02-10 01:16:00,16,0.0035
2019-02-10 01:02:00,2019-02-10 01:12:00,2019-02-10 01:06:00,B,
2019-02-10 01:02:00,2019-02-10 01:16:00,2019-02-10 01:09:00,C,
2019-02-10 01:02:00,2019-02-10 01:13:00,2019-02-10 01:08:00,10,0.00042
2019-02-10 01:02:00,2019-02-10 02:00:00,2019-02-10 01:42:00,M,
2019-02-10 01:02:00,2019-02-10 01:13:00,2019-02-10 01:07:00,20,0.001
2019-02-10 01:03:00,2019-02-10 01:40:00,2019-02-10 01:25:00,11,0.0023
2019-02-10 01:03:00,2019-02-10 01:09:00,2019-02-10 01:07:00,11,0.00024
2019-02-10 01:03:00,2019-02-10 02:08:00,2019-02-10 01:46:00,81,0.0025
2019-02-10 01:03:00,2019-02-10 01:40:00,2019-02-10 01:27:00,15,0.0025
2019-02-10 01:03:00,2019-02-10 01:10:00,2019-02-10 01:07:00,B,
2019-02-10 01:04:00,2019-02-10 01:12:00,2019-02-10 01:09:00,35,0.00011
2019-02-10 01:04:00,2019-02-10 01:10:00,2019-02-10 01:07:00,57,0.00012
2019-02-10 01:05:00,2019-02-10 01:34:00,2019-02-10 01:16:00,19,0.0021
2019-02-10 01:05:00,2019-02-10 01:14:00,2019-02-10 01:10:00,15,0.00059
2019-02-10 01:05:00,2019-02-10 01:29:00,2019-02-10 01:21:00,C,
2019-02-10 01:05:00,2019-02-10 01:18:00,2019-02-10 01:13:00,47,0.00027
2019-02-10 01:05:00,2019-02-10 01:17:00,2019-02-10 01:09:00,C,
2019-02-10 01:05:00,2019-02-10 01:23:00,2019-02-10 01:14:00,X,
2019-02-10 01:05:00,2019-02-10 01:15:00,2019-02-10 01:10:00,M,
2019-02-10 01:05:00,2019-02-10 01:12:00,2019-02-10 01:10:00,22,0.00051
2019-02-10 01:05:00,2019-02-10 01:19:00,2019-02-10 01:12:00,C,
2019-02-10 01:05:00,2019-02-10 01:12:00,2019-02-10 01:09:00,B,
2019-02-10 01:06:00,2019-02-10 01:15:00,2019-02-10 01:10:00,60,0.00033
2019-02-10 01:06:00,2019-02-10 01:12:00,2019-02-10 01:09:00,27,6e-05
2019-02-10 01:06:00,2019-02-10 01:19:00,2019-02-10 01:13:00,11,0.00062
2019-02-10 01:06:00,2019-02-10 01:33:00,2019-02-10 01:15:00,C,
2019-02-10 01:07:00,2019-02-10 01:21:00,2019-02-10 01:12:00,13,0.00084
2019-02-10 01:07:00,2019-02-10 01:17:00,2019-02-10 01:14:00,C,
2019-02-10 01:07:00,2019-02-10 01:42:00,2019-02-10 01:29:00,49,0.00086
2019-02-10 01:08:00,2019-02-10 01:15:00,2019-02-10 01:12:00,B,
2019-02-10 01:08:00,2019-02-10 01:19:00,2019-02-10 01:14:00,12,0.00054
2019-02-10 01:08:00,2019-02-10 01:13:00,2019-02-10 01:11:00,B,
2019-02-10 01:09:00,2019-02-10 01:29:00,2019-02-10 01:24:00,89,0.00089
2019-02-10 01:09:00,2019-02-10 02:54:00,2019-02-10 02:28:00,C,
2019-02-10 01:09:00,2019-02-10 01:44:00,2019-02-10 01:37:00,26,0.0035
2019-02-10 01:09:00,2019-02-10 01:26:00,2019-02-10 01:14:00,17,0.00014
2019-02-10 01:09:00,2019-02-10 01:21:00,2019-02-10 01:14:00,C,
2019-02-10 01:09:00,2019-02-10 02:58:00,2019-02-10 02:24:00,C,
2019-02-10 01:09:00,2019-02-10 01:27:00,2019-02-10 01:21:00,11,0.0001
2019-02-10 01:10:00,2019-02-10 01:16:00,2019-02-10 01:14:00,58,0.00013
2019-02-10 01:10:00,2019-02-10 01:19:00,2019-02-10 01:14:00,19,0.00068
2019-02-10 01:10:00,2019-02-10 01:15:00,2019-02-10 01:13:00,23,3.6e-05
2019-02-10 01:10:00,2019-02-10 01:19:00,2019-02-10 01:14:00,C,
2019-02-10 01:10:00,2019-02-10 01:20:00,2019-02-10 01:15:00,C,
2019-02-10 01:11:00,2019-02-10 01:17:00,2019-02-10 01:15:00,31,6.7e-05
2019-02-10 01:11:00,2019-02-10 01:26:00,2019-02-10 01:16:00,12,0.00086
2019-02-10 01:11:00,2019-02-10 01:20:00,2019-02-10 01:15:00,54,0.00021
2019-02-10 01:11:00,2019-02-10 01:31:00,2019-02-10 01:22:00,26,0.0019
2019-02-10 01:11:00,2019-02-10 01:20:00,2019-02-10 01:15:00,C,
2019-02-10 01:11:00,2019-02-10 01:32:00,2019-02-10 01:24:00,17,0.0016
2019-02-10 01:11:00,2019-02-10 01:19:00,2019-02-10 01:15:00,C,
2019-02-10 01:11:00,2019-02-10 01:19:00,2019-02-10 01:15:00,23,0.00074
2019-02-10 01:11:00,2019-02-10 01:25:00,2019-02-10 01:15:00,11,0.00071
2019-02-10 01:12:00,2019-02-10 01:32:00,2019-02-10 01:27:00,34,0.00032
2019-02-10 01:12:00,2019-02-10 01:33:00,2019-02-10 01:24:00,B,
2019-02-10 01:12:00,2019-02-10 01:19:00,2019-02-10 01:16:00,51,0.00012
2019-02-10 01:12:00,2019-02-10 01:26:00,2019-02-10 01:16:00,45,0.0022
2019-02-10 01:12:00,2019-02-10 02:21:00,2019-02-10 01:34:00,C,
2019-02-10 01:12:00,2019-02-10 01:20:00,2019-02-10 01:18:00,11,0.0023
2019-02-10 01:12:00,2019-02-10 01:20:00,2019-02-10 01:17:00,36,0.00012
2019-02-10 01:12:00,2019-02-10 01:19:00,2019-02-10 01:16:00,10,0.00027
2019-02-10 01:13:00,2019-02-10 01:23:00,2019-02-10 01:22:00,C,
2019-02-10 01:13:00,2019-02-10 02:05:00,2019-02-10 01:43:00,10,0.0033
2019-02-10 01:13:00,2019-02-10 01:21:00,2019-02-10 01:17:00,17,0.00054
2019-02-10 01:13:00,2019-02-10 01:27:00,2019-02-10 01:21:00,29,0.0017
2019-02-10 01:13:00,2019-02-10 01:29:00,2019-02-10 01:17:00,87,0.00067
2019-02-10 01:13:00,2019-02-10 01:25:00,2019-02-10 01:18:00,35,0.0019
2019-02-10 01:13:00,2019-02-10 01:30:00,2019-02-10 01:19:00,C,
2019-02-10 01:13:00,2019-02-10 01:34:00,2019-02-10 01:25:00,C,
2019-02-10 01:13:00,2019-02-10 01:25:00,2019-02-10 01:20:00,C,
2019-02-10 01:14:00,2019-02-10 01:24:00,2019-02-10 01:19:00,28,0.00011
2019-02-10 01:14:00,2019-02-10 01:37:00,2019-02-10 01:31:00,B,
2019-02-10 01:14:00,2019-02-10 01:20:00,2019-02-10 01:18:00,17,0.00037
2019-02-10 01:14:00,2019-02-10 01:30:00,2019-02-10 01:21:00,12,0.00087
2019-02-10 01:14:00,2019-02-10 01:57:00,2019-02-10 01:36:00,56,0.0011
2019-02-10 01:14:00,2019-02-10 01:36:00,2019-02-10 01:21:00,95,0.0011
2019-02-10 01:15:00,2019-02-10 03:20:00,2019-02-10 02:13:00,C,
2019-02-10 01:15:00,2019-02-10 01:31:00,2019-02-10 01:23:00,C,
2019-02-10 01:15:00,2019-02-10 01:30:00,2019-02-10 01:19:00,17,0.0012
2019-02-10 01:15:00,2019-02-10 01:42:00,2019-02-10 01:24:00,48,0.00073
2019-02-10 01:15:00,2019-02-10 01:26:00,2019-02-10 01:21:00,B,
2019-02-10 01:15:00,2019-02-10 01:27:00,2019-02-10 01:21:00,C,
2019-02-10 01:15:00,2019-02-10 01:25:00,2019-02-10 01:22:00,C,
2019-02-10 01:15:00,2019-02-10 01:30:00,2019-02-10 01:23:00,C,
2019-02-10 01:16:00,2019-02-10 01:50:00,2019-02-10 01:37:00,84,0.0015
2019-02-10 01:16:00,2019-02-10 04:37:00,2019-02-10 02:58:00,47,0.0044
2019-02-10 01:16:00,2019-02-10 01:23:00,2019-02-10 01:20:00,54,0.00014
2019-02-10 01:16:00,2019-02-10 01:23:00,2019-02-10 01:19:00,11,0.00032
2019-02-10 01:16:00,2019-02-10 01:24:00,2019-02-10 01:20:00,C,
2019-02-10 01:17:00,2019-02-10 01:25:00,2019-02-10 01:22:00,C,
2019-02-10 01:17:00,2019-02-10 01:26:00,2019-02-10 01:21:00,85,0.00032
2019-02-10 01:17:00,2019-02-10 01:31:00,2019-02-10 01:22:00,C,
2019-02-10 01:17:00,2019-02-10 01:40:00,2019-02-10 01:32:00,95,0.0011
2019-02-10 01:17:00,2019-02-10 01:24:00,2019-02-10 01:21:00,21,0.00056
2019-02-10 01:17:00,2019-02-10 01:22:00,2019-02-10 01:20:00,90,0.00015
2019-02-10 01:18:00,2019-02-10 01:28:00,2019-02-10 01:25:00,C,
2019-02-10 01:18:00,2019-02-10 01:24:00,2019-02-10 01:21:00,11,0.00026
2019-02-10 01:18:00,2019-02-10 01:23:00,2019-02-10 01:21:00,46,7.5e-05
2019-02-10 01:18:00,2019-02-10 01:31:00,2019-02-10 01:25:00,68,0.0004
2019-02-10 01:18:00,2019-02-10 01:46:00,2019-02-10 01:30:00,73,0.001
2019-02-10 01:19:00,2019-02-10 01:29:00,2019-02-10 01:23:00,57,0.00025
2019-02-10 01:19:00,2019-02-10 01:27:00,2019-02-10 01:23:00,B,
2019-02-10 01:19:00,2019-02-10 01:36:00,2019-02-10 01:31:00,18,0.0012
2019-02-10 01:19:00,2019-02-10 01:29:00,2019-02-10 01:25:00,44,0.0017
2019-02-10 01:19:00,2019-02-10 01:45:00,2019-02-10 01:25:00,68,0.00088
2019-02-10 01:19:00,2019-02-10 01:34:00,2019-02-10 01:26:00,53,0.00036
2019-02-10 01:19:00,2019-02-10 01:35:00,2019-02-10 01:27:00,41,0.00028
2019-02-10 01:19:00,2019-02-10 01:32:00,2019-02-10 01:24:00,25,0.0014
2019-02-10 01:20:00,2019-02-10 01:34:00,2019-02-10 01:25:00,B,
2019-02-10 01:20:00,2019-02-10 01:30:00,2019-02-10 01:26:00,C,
2019-02-10 01:20:00,2019-02-10 01:33:00,2019-02-10 01:27:00,65,0.00037
2019-02-10 01:20:00,2019-02-10 01:31:00,2019-02-10 01:25:00,29,0.00014
2019-02-10 01:20:00,2019-02-10 01:36:00,2019-02-10 01:28:00,C,
2019-02-10 01:20:00,2019-02-10 01:35:00,2019-02-10 01:31:00,10,0.00077
2019-02-10 01:20:00,2019-02-10 01:34:00,2019-02-10 01:31:00,C,
2019-02-10 01:21:00,2019-02-10 01:36:00,2019-02-10 01:27:00,10,0.00073
2019-02-10 01:21:00,2019-02-10 01:32:00,2019-02-10 01:26:00,75,0.00034
2019-02-10 01:21:00,2019-02-10 01:40:00,2019-02-10 01:29:00,16,0.0014
2019-02-10 01:21:00,2019-02-10 01:29:00,2019-02-10 01:26:00,B,
2019-02-10 01:21:00,2019-02-10 01:40:00,2019-02-10 01:29:00,24,0.002
2019-02-10 01:21:00,2019-02-10 01:56:00,2019-02-10 01:40:00,34,0.0053
2019-02-10 01:21:00,2019-02-10 01:30:00,2019-02-10 01:26:00,B,
2019-02-10 01:22:00,2019-02-10 01:31:00,2019-02-10 01:25:00,10,3.9e-05
2019-02-10 01:22:00,2019-02-10 02:30:00,2019-02-10 01:53:00,15,0.0048
2019-02-10 01:22:00,2019-02-10 04:27:00,2019-02-10 03:25:00,77,0.043
2019-02-10 01:23:00,2019-02-10 01:29:00,2019-02-10 01:27:00,80,0.00016
2019-02-10 01:23:00,2019-02-10 01:38:00,2019-02-10 01:30:00,15,0.0011
2019-02-10 01:23:00,2019-02-10 01:31:00,2019-02-10 01:27:00,18,5.9e-05
2019-02-10 01:23:00,2019-02-10 01:35:00,2019-02-10 01:31:00,19,0.0063
2019-02-10 01:23:00,2019-02-10 01:31:00,2019-02-10 01:29:00,B,
2019-02-10 01:23:00,2019-02-10 01:34:00,2019-02-10 01:28:00,20,0.00093
2019-02-10 01:23:00,2019-02-10 01:33:00,2019-02-10 01:29:00,21,0.00013
2019-02-10 01:23:00,2019-02-10 01:56:00,2019-02-10 01:48:00,28,0.025
2019-02-10 01:23:00,2019-02-10 01:43:00,2019-02-10 01:36:00,C,
2019-02-10 01:24:00,2019-02-10 01:30:00,2019-02-10 01:27:00,10,0.00024
2019-02-10 01:24:00,2019-02-10 01:35:00,2019-02-10 01:30:00,34,0.0016
2019-02-10 01:24:00,2019-02-10 01:29:00,2019-02-10 01:27:00,99,0.00015
2019-02-10 01:24:00,2019-02-10 01:31:00,2019-02-10 01:27:00,35,9.5e-05
2019-02-10 01:24:00,2019-02-10 01:58:00,2019-02-10 01:42:00,C,
2019-02-10 01:24:00,2019-02-10 01:32:00,2019-02-10 01:28:00,14,4.8e-05
2019-02-10 01:25:00,2019-02-10 01:42:00,2019-02-10 01:35:00,M,
2019-02-10 01:25:00,2019-02-10 01:31:00,2019-02-10 01:28:00,16,3.6e-05
2019-02-10 01:25:00,2019-02-10 01:58:00,2019-02-10 01:48:00,X,
2019-02-10 01:25:00,2019-02-10 01:32:00,2019-02-10 01:29:00,18,0.00045
2019-02-10 01:25:00,2019-02-10 01:35:00,2019-02-10 01:29:00,11,5.1e-05
2019-02-10 01:25:00,2019-02-10 02:14:00,2019-02-10 01:47:00,M,
2019-02-10 01:25:00,2019-02-10 01:34:00,2019-02-10 01:30:00,C,
2019-02-10 01:25:00,2019-02-10 01:36:00,2019-02-10 01:30:00,C,
2019-02-10 01:26:00,2019-02-10 02:02:00,2019-02-10 01:48:00,C,
2019-02-10 01:26:00,2019-02-10 01:33:00,2019-02-10 01:30:00,39,0.00011
2019-02-10 01:26:00,2019-02-10 01:32:00,2019-02-10 01:30:00,14,0.00024
2019-02-10 01:26:00,2019-02-10 01:32:00,2019-02-10 01:30:00,16,0.00035
2019-02-10 01:26:00,2019-02-10 01:35:00,2019-02-10 01:31:00,C,
2019-02-10 01:26:00,2019-02-10 01:31:00,2019-02-10 01:29:00,89,0.00013
2019-02-10 01:26:00,2019-02-10 01:31:00,2019-02-10 01:29:00,19,0.00032
2019-02-10 01:27:00,2019-02-10 02:20:00,2019-02-10 02:08:00,10,0.003
2019-02-10 01:27:00,2019-02-10 01:32:00,2019-02-10 01:30:00,64,0.00011
2019-02-10 01:27:00,2019-02-10 01:54:00,2019-02-10 01:44:00,20,0.00024
2019-02-10 01:27:00,2019-02-10 01:34:00,2019-02-10 01:32:00,C,
2019-02-10 01:27:00,2019-02-10 01:35:00,2019-02-10 01:31:00,54,0.00017
2019-02-10 01:27:00,2019-02-10 01:32:00,2019-02-10 01:30:00,68,0.00011
2019-02-10 01:27:00,2019-02-10 01:39:00,2019-02-10 01:34:00,11,0.00065
2019-02-10 01:28:00,2019-02-10 01:41:00,2019-02-10 01:35:00,12,0.00072
2019-02-10 01:28:00,2019-02-10 04:38:00,2019-02-10 03:30:00,16,0.0098
2019-02-10 01:28:00,2019-02-10 01:47:00,2019-02-10 01:39:00,14,0.0014
2019-02-10 01:28:00,2019-02-10 01:38:00,2019-02-10 01:34:00,C,
2019-02-10 01:28:00,2019-02-10 01:36:00,2019-02-10 01:32:00,50,0.00016
2019-02-10 01:28:00,2019-02-10 01:33:00,2019-02-10 01:31:00,C,
2019-02-10 01:28:00,2019-02-10 01:46:00,2019-02-10 01:39:00,22,0.00019
2019-02-10 01:29:00,2019-02-10 01:37:00,2019-02-10 01:34:00,33,9.1e-05
2019-02-10 01:29:00,2019-02-10 01:44:00,2019-02-10 01:37:00,32,0.00021
2019-02-10 01:29:00,2019-02-10 02:03:00,2019-02-10 01:53:00,12,0.0021
2019-02-10 01:29:00,2019-02-10 01:37:00,2019-02-10 01:35:00,17,0.00058
2019-02-10 01:29:00,2019-02-10 01:37:00,2019-02-10 01:33:00,16,0.00048
2019-02-10 01:29:00,2019-02-10 01:37:00,2019-02-10 01:33:00,18,0.00057
2019-02-10 01:30:00,2019-02-10 01:35:00,2019-02-10 01:33:00,26,0.00037
2019-02-10 01:30:00,2019-02-10 01:35:00,2019-02-10 01:33:00,10,4.4e-05
2019-02-10 01:30:00,2019-02-10 01:45:00,2019-02-10 01:38:00,36,0.00025
2019-02-10 01:30:00,2019-02-10 01:49:00,2019-02-10 01:45:00,C,
2019-02-10 01:31:00,2019-02-10 01:38:00,2019-02-10 01:35:00,14,0.00038
